"","SampleID","PC1","PC2","PC3","FilterID","target_gene","PlateID","library","local_time","time_label","SAMPLING_cruise","depth","SAMPLING_platform","SC","ESP","SAMPLING_station_number","SAMPLING_station","SAMPLING_bottle","decimalLongitude","decimalLatitude","sample_type","Plates","Markers","Status","Dewar_name","Sampling_method","replicate","SAMPLING_rdepth","project_name","nitrate","fluor","density","pressure","minimumDepthInMeters","maximumDepthInMeters","start_GMT","end_GMT","temp","salinity","sigmat","spice","diss_oxygen","PAR (umol/s/m2)","altitude","chlorophyll","bbp470 (count)","bbp650 (count)","SAMPLING_project","ESP_name","diel","month","day","hour","eventDate","time","time_since","year","jday","month_char","year_char","depth_bin"
"21","CN19Sc18_9_eDNA_JJ",0.25471626370721,0.23035706653959,-0.067397926959953,"CN19Sc18_09_eDNA",12,"JJ","JJ50","6/2/19 0:08","06-02 night","CN19S",80,"WESTERN FLYER",NA,"CTD",18,"MARS",9,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,80.341,"CANON",24.566,0.0354,26.1352,80.953,NA,NA,NA,NA,9.4251,33.8301,NA,NA,NA,NA,NA,0.3846,NA,NA,NA,NA,"night",6,2,0,2019-06-02 07:08:00,2019-06-02 00:08:00,1559434080,2019,153,"6","2019","50-100m"
"22","CN19Sc18_8_eDNA_JJ",0.211476632403887,0.315849839261278,0.132793810726243,"CN19Sc18_08_eDNA",12,"JJ","JJ51","6/2/19 0:08","06-02 night","CN19S",100,"WESTERN FLYER",NA,"CTD",18,"MARS",8,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,100.26,"CANON",26.63,0.0339,26.2593,101.029,NA,NA,NA,NA,9.1544,33.9325,NA,NA,NA,NA,NA,0.3472,NA,NA,NA,NA,"night",6,2,0,2019-06-02 07:08:00,2019-06-02 00:08:00,1559434080,2019,153,"6","2019","50-100m"
"23","CN19Sc18_7_eDNA_JJ",0.0660701394106985,-0.0483029283662377,-0.140398536322589,"CN19Sc18_07_eDNA",12,"JJ","JJ52","6/2/19 0:08","06-02 night","CN19S",150,"WESTERN FLYER",NA,"CTD",18,"MARS",7,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,150.033,"CANON",24.923,0.0344,26.4214,151.202,NA,NA,NA,NA,8.5583,34.0189,NA,NA,NA,NA,NA,0.3591,NA,NA,NA,NA,"night",6,2,0,2019-06-02 07:08:00,2019-06-02 00:08:00,1559434080,2019,153,"6","2019","100-200m"
"24","CN19Sc18_5_eDNA_JJ",0.0491473967019997,0.188842788892993,0.0134699997738871,"CN19Sc18_05_eDNA",12,"JJ","JJ53","6/2/19 0:08","06-02 night","CN19S",280,"WESTERN FLYER",NA,"CTD",18,"MARS",5,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,280.554,"CANON",33.932,0.0346,26.6892,282.83,NA,NA,NA,NA,7.3464,34.1302,NA,NA,NA,NA,NA,0.3647,NA,NA,NA,NA,"night",6,2,0,2019-06-02 07:08:00,2019-06-02 00:08:00,1559434080,2019,153,"6","2019","200-300m"
"25","CN19Sc18_4_eDNA_JJ",-0.0831249506112723,0.274452932963271,-0.0376941913432853,"CN19Sc18_04_eDNA",12,"JJ","JJ54","6/2/19 0:08","06-02 night","CN19S",400,"WESTERN FLYER",NA,"CTD",18,"MARS",4,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,399.024,"CANON",38.978,0.036,26.8389,402.378,NA,NA,NA,NA,6.5839,34.1864,NA,NA,NA,NA,NA,0.4008,NA,NA,NA,NA,"night",6,2,0,2019-06-02 07:08:00,2019-06-02 00:08:00,1559434080,2019,153,"6","2019","300-400m"
"26","CN19Sc18_3_eDNA_JJ",0.365594333210656,0.00654903095595392,-0.216559554130681,"CN19Sc18_03_eDNA",12,"JJ","JJ55","6/2/19 0:08","06-02 night","CN19S",500,"WESTERN FLYER",NA,"CTD",18,"MARS",3,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,500.038,"CANON",39.133,0.0359,26.9562,504.364,NA,NA,NA,NA,5.9161,34.2249,NA,NA,NA,NA,NA,0.3977,NA,NA,NA,NA,"night",6,2,0,2019-06-02 07:08:00,2019-06-02 00:08:00,1559434080,2019,153,"6","2019","400-500m"
"27","CN19Sc25_10_eDNA_JJ",-0.174194515961824,-0.0197277198446772,0.11474032732598,"CN19Sc25_10_eDNA",12,"JJ","JJ76","6/3/19 0:13","06-03 night","CN19S",40,"WESTERN FLYER",NA,"CTD",25,"MARS",10,-122.199,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,39.817,"CANON",18.915,0.0415,25.7889,40.117,NA,NA,NA,NA,10.2923,33.573,NA,NA,NA,NA,NA,0.5379,NA,NA,NA,NA,"night",6,3,0,2019-06-03 07:13:00,2019-06-03 00:13:00,1559520780,2019,154,"6","2019","0-50m"
"28","CN19Sc25_9_eDNA_JJ",0.201917256767741,-0.000752905593729397,-0.221521102293579,"CN19Sc25_09_eDNA",12,"JJ","JJ77","6/3/19 0:13","06-03 night","CN19S",80,"WESTERN FLYER",NA,"CTD",25,"MARS",9,-122.199,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,79.806,"CANON",25.857,0.0358,26.1138,80.415,NA,NA,NA,NA,9.4976,33.8179,NA,NA,NA,NA,NA,0.3952,NA,NA,NA,NA,"night",6,3,0,2019-06-03 07:13:00,2019-06-03 00:13:00,1559520780,2019,154,"6","2019","50-100m"
"29","CN19Sc25_5_eDNA_JJ",-0.274241698216822,-0.0395314762812131,-0.0838228176225937,"CN19Sc25_05_eDNA",12,"JJ","JJ80","6/3/19 0:13","06-03 night","CN19S",280,"WESTERN FLYER",NA,"CTD",25,"MARS",5,-122.199,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,279.487,"CANON",33.729,0.0357,26.6646,281.754,NA,NA,NA,NA,7.4644,34.1201,NA,NA,NA,NA,NA,0.3927,NA,NA,NA,NA,"night",6,3,0,2019-06-03 07:13:00,2019-06-03 00:13:00,1559520780,2019,154,"6","2019","200-300m"
"30","CN19Sc25_4_eDNA_JJ",-0.0338443111244496,-0.24315632081789,0.239591706338859,"CN19Sc25_04_eDNA",12,"JJ","JJ81","6/3/19 0:13","06-03 night","CN19S",400,"WESTERN FLYER",NA,"CTD",25,"MARS",4,-122.199,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,400.462,"CANON",34.672,0.0366,26.8416,403.829,NA,NA,NA,NA,6.5633,34.1863,NA,NA,NA,NA,NA,0.4158,NA,NA,NA,NA,"night",6,3,0,2019-06-03 07:13:00,2019-06-03 00:13:00,1559520780,2019,154,"6","2019","300-400m"
