FilterID,local_time,time_label,SAMPLING_cruise,depth,SAMPLING_platform,SC,ESP,SAMPLING_station_number,SAMPLING_station,SAMPLING_bottle,decimalLongitude,decimalLatitude,sample_type,Plates,Markers,Status,Dewar_name,Sampling_method,replicate,SAMPLING_rdepth,project_name,nitrate,fluor,density,pressure,minimumDepthInMeters,maximumDepthInMeters,start_GMT,end_GMT,temp,salinity,sigmat,spice,diss_oxygen,PAR (umol/s/m2),altitude,chlorophyll,bbp470 (count),bbp650 (count),SAMPLING_project,ESP_name,diel,month,day,hour,eventDate
CN19Sc32_11_eDNA,6/3/19 21:15,06-03 night,CN19S,30,WESTERN FLYER,,,32,OFFMARS_N,11,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,30.462,CANON,15.418,0.0442,25.5565,30.69,,,,,11.0684,33.4493,,,,,,0.6045,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_03_eDNA,6/3/19 21:15,06-03 night,CN19S,200,WESTERN FLYER,,,32,OFFMARS_N,3,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,200.185,CANON,31.834,0.0353,26.5472,201.77,,,,,8.0153,34.0738,,,,,,0.3815,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_04_eDNA,6/3/19 21:15,06-03 night,CN19S,150,WESTERN FLYER,,,32,OFFMARS_N,4,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,150.562,CANON,29.162,0.0366,26.4254,151.736,,,,,8.5123,34.015,,,,,,0.4158,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_02_eDNA,6/3/19 21:15,06-03 night,CN19S,250,WESTERN FLYER,,,32,OFFMARS_N,2,-122.1867,36.7312,environmental,AK,18S,Filters (racks A-D),,CTD,,250.164,CANON,33.322,0.0354,26.6084,252.175,,,,,7.7237,34.0965,,,,,,0.3852,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_06_eDNA,6/3/19 21:15,06-03 night,CN19S,100,WESTERN FLYER,,,32,OFFMARS_N,6,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,98.747,CANON,26.19,0.0366,26.2021,99.504,,,,,9.2889,33.887,,,,,,0.4158,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_12_eDNA,6/3/19 21:15,06-03 night,CN19S,0,WESTERN FLYER,,,32,OFFMARS_N,12,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,2.149,CANON,0.085,0.1075,24.1885,2.165,,,,,14.0153,32.4169,,,,,,2.1869,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_09_eDNA,6/3/19 21:15,06-03 night,CN19S,40,WESTERN FLYER,,,32,OFFMARS_N,9,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,39.156,CANON,18.59,0.0427,25.7593,39.451,,,,,10.4002,33.5588,,,,,,0.5684,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_08_eDNA,6/3/19 21:15,06-03 night,CN19S,50,WESTERN FLYER,,,32,OFFMARS_N,8,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,50.655,CANON,20.494,0.0402,25.8837,51.038,,,,,9.9793,33.6261,,,,,,0.5048,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_05_eDNA,6/3/19 21:15,06-03 night,CN19S,125,WESTERN FLYER,,,32,OFFMARS_N,5,-122.1867,36.7312,environmental,AK,18S,Filters (racks A-D),,CTD,,124.865,CANON,27.781,0.0364,26.3437,125.83,,,,,8.8044,33.969,,,,,,0.4102,,,,,night,6,3,21,6/4/19 4:15
CN19Sc32_07_eDNA,6/3/19 21:15,06-03 night,CN19S,80,WESTERN FLYER,,,32,OFFMARS_N,7,-122.1867,36.7312,environmental,,,Filters (racks A-D),,CTD,,79.877,CANON,24.108,0.0372,26.0667,80.486,,,,,9.645,33.7885,,,,,,0.4295,,,,,night,6,3,21,6/4/19 4:15
CN19SESPKOA_SC32_eDNA,6/3/19 21:54,06-03 night,CN19S,37.4849,makai,32,KOA,,,,-122.1871,36.7149,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,33.8066,41.1632,6/4/19 4:54,6/4/19 5:39,10.7443,33.4761,25.6349,0.0633,6956.2706,-0.597,837.7093,0.2318,80.1202,111.9812,CANON,,night,6,3,21,6/4/19 4:54
CN19SESPMV1_SC27_eDNA,6/3/19 22:33,06-03 night,CN19S,37.5668,daphne,27,MV1,,,,-122.2007,36.7224,environmental,"AD,AC,AE","12S,12S,18S",Tube Extracts (racks E-G),,ESP,,,,,,,,33.9533,41.1803,6/4/19 5:33,6/4/19 6:19,10.3837,33.543,25.7497,0.0525,6003.2183,0.2203,841.8112,0.2559,78.7847,67.452,CANON,,night,6,3,22,6/4/19 5:33
CN19Sc33_02_eDNA,6/3/19 22:41,06-03 night,CN19S,250,WESTERN FLYER,,,33,MWT117,2,-122.1155,36.6937,environmental,,,Filters (racks A-D),,CTD,,248.818,CANON,33.027,0.0336,26.6113,250.817,,,,,7.6849,34.0931,,,,,,0.3385,,,,,night,6,3,22,6/4/19 5:41
CN19Sc33_05_eDNA,6/3/19 22:41,06-03 night,CN19S,120,WESTERN FLYER,,,33,MWT117,5,-122.1155,36.6937,environmental,,,Filters (racks A-D),,CTD,,122.426,CANON,28.444,0.0397,26.3702,123.371,,,,,8.7194,33.9859,,,,,,0.4911,,,,,night,6,3,22,6/4/19 5:41
CN19Sc33_10_eDNA,6/3/19 22:41,06-03 night,CN19S,35,WESTERN FLYER,,,33,MWT117,10,-122.1155,36.6937,environmental,,,Filters (racks A-D),,CTD,,34.033,CANON,18.462,0.0678,25.6915,34.288,,,,,10.8315,33.5684,,,,,,1.1945,,,,,night,6,3,22,6/4/19 5:41
CN19Sc33_11_eDNA,6/3/19 22:41,06-03 night,CN19S,30,WESTERN FLYER,,,33,MWT117,11,-122.1155,36.6937,environmental,,,Filters (racks A-D),,CTD,,30.161,CANON,16.735,0.0668,25.6084,30.387,,,,,10.9857,33.4969,,,,,,1.1708,,,,,night,6,3,22,6/4/19 5:41
CN19Sc33_12_eDNA,6/3/19 22:41,06-03 night,CN19S,0,WESTERN FLYER,,,33,MWT117,12,-122.1155,36.6937,environmental,,,Filters (racks A-D),,CTD,,2.024,CANON,0.147,0.0709,24.3323,2.04,,,,,13.7588,32.5351,,,,,,1.2742,,,,,night,6,3,22,6/4/19 5:41
CN19Sc33_09_eDNA,6/3/19 22:41,06-03 night,CN19S,40,WESTERN FLYER,,,33,MWT117,9,-122.1155,36.6937,environmental,,,Filters (racks A-D),,CTD,,40.652,CANON,20.346,0.0446,25.8306,40.958,,,,,10.2625,33.6198,,,,,,0.6132,,,,,night,6,3,22,6/4/19 5:41
CN19SESPKOA_SC31_eDNA,6/3/19 22:56,06-03 night,CN19S,52.5748,makai,31,KOA,,,,-122.1897,36.7162,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,48.909,56.2406,6/4/19 5:56,6/4/19 6:40,9.9809,33.6091,25.8701,0.035,6172.0742,-0.4498,822.5548,0.1473,79.9914,112.8369,CANON,,night,6,3,22,6/4/19 5:56
CN19SESPMV1_SC26_eDNA,6/3/19 23:42,06-03 night,CN19S,127.4646,daphne,26,MV1,,,,-122.2008,36.7223,environmental,"AD,AC,AE","12S,12S,18S",Tube Extracts (racks E-G),,ESP,,,,,,,,123.8054,131.1239,6/4/19 6:42,6/4/19 7:30,8.9914,33.9443,26.295,0.1369,3614.1039,0.2435,752.4582,0.1316,78.515,67.4947,CANON,,night,6,3,23,6/4/19 6:42
CN19SESPKOA_SC30_eDNA,6/4/19 0:00,06-04 night,CN19S,102.4946,makai,30,KOA,,,,-122.1934,36.7164,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,98.8349,106.1543,6/4/19 7:00,6/4/19 7:42,9.3071,33.8721,26.1876,0.1308,4314.6362,-0.4591,781.917,0.0919,79.7817,112.7113,CANON,,night,6,4,0,6/4/19 7:00
CN19Sc34_01_eDNA,6/4/19 0:07,06-04 night,CN19S,700,WESTERN FLYER,,,34,MARS,1,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,700.375,CANON,42.138,0.0374,27.1519,706.778,,,,,5.0615,34.3405,,,,,,0.4357,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_02_eDNA,6/4/19 0:07,06-04 night,CN19S,600,WESTERN FLYER,,,34,MARS,2,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,600.644,CANON,41.788,0.0379,27.0634,605.989,,,,,5.5161,34.2972,,,,,,0.4463,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_04_eDNA,6/4/19 0:07,06-04 night,CN19S,400,WESTERN FLYER,,,34,MARS,4,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,399.492,CANON,38.189,0.0365,26.8261,402.85,,,,,6.5574,34.1657,,,,,,0.4121,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_11_eDNA,6/4/19 0:07,06-04 night,CN19S,35,WESTERN FLYER,,,34,MARS,11,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,34.357,CANON,16.164,0.0412,25.697,34.615,,,,,10.5963,33.5225,,,,,,0.5291,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_07_eDNA,6/4/19 0:07,06-04 night,CN19S,200,WESTERN FLYER,,,34,MARS,7,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,201.421,CANON,30.995,0.0365,26.5114,203.016,,,,,8.1375,34.0514,,,,,,0.4127,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_09_eDNA,6/4/19 0:07,06-04 night,CN19S,100,WESTERN FLYER,,,34,MARS,9,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,101.026,CANON,24.879,0.0354,26.2082,101.802,,,,,9.2853,33.894,,,,,,0.3846,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_08_eDNA,6/4/19 0:07,06-04 night,CN19S,125,WESTERN FLYER,,,34,MARS,8,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,123.278,CANON,27.585,0.0354,26.3016,124.23,,,,,9.0022,33.955,,,,,,0.3852,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_06_eDNA,6/4/19 0:07,06-04 night,CN19S,250,WESTERN FLYER,,,34,MARS,6,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,250.165,CANON,32.624,0.0348,26.6184,252.176,,,,,7.6782,34.1009,,,,,,0.3696,,,,,night,6,4,0,6/4/19 7:07
CN19Sc34_12_eDNA,6/4/19 0:07,06-04 night,CN19S,0,WESTERN FLYER,,,34,MARS,12,-122.1988,36.7125,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,3.353,CANON,0.098,0.0844,24.2764,3.377,,,,,13.6788,32.4416,,,,,,1.6093,,,,,night,6,4,0,6/4/19 7:07
CN19SESPMV1_SC25_eDNA,6/4/19 0:56,06-04 night,CN19S,252.5574,daphne,25,MV1,,,,-122.2008,36.7222,environmental,AK,18S,Filters (racks A-D),,ESP,,,,,,,,248.9039,256.2109,6/4/19 7:56,6/4/19 8:40,7.7267,34.0884,26.6016,0.0571,2296.8964,0.2565,627.9941,0.1321,77.2354,66.1323,CANON,,night,6,4,0,6/4/19 7:56
CN19SESPKOA_SC29_eDNA,6/4/19 1:00,06-04 night,CN19S,127.5216,makai,29,KOA,,,,-122.195,36.7159,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,123.9187,131.1246,6/4/19 8:00,6/4/19 8:41,8.95,33.9478,26.3043,0.133,3885.5096,-0.4596,763.4253,0.0869,79.9428,113.6486,CANON,,night,6,4,1,6/4/19 8:00
CN19SESPKOA_SC28_eDNA,6/4/19 1:59,06-04 night,CN19S,152.5723,makai,28,KOA,,,,-122.1913,36.7174,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,148.9377,156.2068,6/4/19 8:59,6/4/19 9:47,8.7112,33.9727,26.3615,0.1148,3668.3853,-0.4622,720.9772,0.1007,84.0347,122.5527,CANON,,night,6,4,1,6/4/19 8:59
CN19SESPKOA_SC27_eDNA,6/4/19 3:07,06-04 night,CN19S,202.5078,makai,27,KOA,,,,-122.1873,36.7148,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,198.875,206.1406,6/4/19 10:07,6/4/19 10:51,8.3413,34.0241,26.4594,0.0982,3297.6682,-0.462,673.6791,0.0874,81.6033,118.7505,CANON,,night,6,4,3,6/4/19 10:07
CN19Sc35_05_eDNA,6/4/19 3:09,06-04 night,CN19S,125,WESTERN FLYER,,,35,OFFMARS_S,5,-122.1868,36.694,environmental,,,Filters (racks A-D),,CTD,,124.148,CANON,26.911,0.0366,26.2683,125.107,,,,,9.1016,33.9326,,,,,,0.4158,,,,,night,6,4,3,6/4/19 10:09
CN19Sc35_09_eDNA,6/4/19 3:09,06-04 night,CN19S,35,WESTERN FLYER,,,35,OFFMARS_S,9,-122.1868,36.694,environmental,AK,18S,Filters (racks A-D),,CTD,,35.522,CANON,18.286,0.0433,25.7484,35.789,,,,,10.4443,33.5547,,,,,,0.5821,,,,,night,6,4,3,6/4/19 10:09
CN19Sc35_02_eDNA,6/4/19 3:09,06-04 night,CN19S,250,WESTERN FLYER,,,35,OFFMARS_S,2,-122.1868,36.694,environmental,AK,18S,Filters (racks A-D),,CTD,,250.253,CANON,32.559,0.0359,26.5662,252.264,,,,,7.9393,34.0828,,,,,,0.3989,,,,,night,6,4,3,6/4/19 10:09
CN19SESPKOA_SC26_eDNA,6/4/19 4:10,06-04 night,CN19S,252.4812,makai,26,KOA,,,,-122.1871,36.712,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,248.793,256.1694,6/4/19 11:10,6/4/19 11:55,7.9478,34.0775,26.5608,0.0811,2616.8049,-0.4712,638.063,0.084,80.5955,117.0749,CANON,,night,6,4,4,6/4/19 11:10
CN19Sc36_06_eDNA,6/4/19 6:04,06-04 transition,CN19S,250,WESTERN FLYER,,,36,MARS,6,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,250.251,CANON,32.584,0.0336,26.6221,252.263,,,,,7.6641,34.1029,,,,,,0.3404,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_01_eDNA,6/4/19 6:04,06-04 transition,CN19S,700,WESTERN FLYER,,,36,MARS,1,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,699.699,CANON,39.135,0.0369,27.1718,706.095,,,,,4.9641,34.3515,,,,,,0.4233,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_02_eDNA,6/4/19 6:04,06-04 transition,CN19S,600,WESTERN FLYER,,,36,MARS,2,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,600.257,CANON,40.011,0.0367,27.0531,605.598,,,,,5.5635,34.2915,,,,,,0.417,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_04_eDNA,6/4/19 6:04,06-04 transition,CN19S,400,WESTERN FLYER,,,36,MARS,4,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,400.366,CANON,31.634,0.0367,26.8246,403.733,,,,,6.5921,34.1696,,,,,,0.4183,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_09_eDNA,6/4/19 6:04,06-04 transition,CN19S,100,WESTERN FLYER,,,36,MARS,9,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,99.403,CANON,24.757,0.0354,26.2166,100.165,,,,,9.2645,33.9005,,,,,,0.3852,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_08_eDNA,6/4/19 6:04,06-04 transition,CN19S,125,WESTERN FLYER,,,36,MARS,8,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,125.929,CANON,27.092,0.0358,26.3466,126.903,,,,,8.7886,33.9695,,,,,,0.3964,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_11_eDNA,6/4/19 6:04,06-04 transition,CN19S,35,WESTERN FLYER,,,36,MARS,11,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,35.238,CANON,16.253,0.0431,25.585,35.502,,,,,10.8735,33.4413,,,,,,0.5771,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_12_eDNA,6/4/19 6:04,06-04 transition,CN19S,0,WESTERN FLYER,,,36,MARS,12,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,2.203,CANON,0.751,0.0934,24.226,2.22,,,,,13.9497,32.448,,,,,,1.8355,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc36_07_eDNA,6/4/19 6:04,06-04 transition,CN19S,200,WESTERN FLYER,,,36,MARS,7,-122.1982,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,200.303,CANON,31.821,0.0357,26.5309,201.888,,,,,8.0787,34.0651,,,,,,0.3939,,,,,transition,6,4,6,6/4/19 13:04
CN19Sc37_01_eDNA,6/4/19 9:03,06-04 day,CN19S,300,WESTERN FLYER,,,37,OFFMARS_E,1,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,301,CANON,34.573,0.0366,26.7232,303.458,,,,,7.1498,34.1382,,,,,,0.4158,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_02_eDNA,6/4/19 9:03,06-04 day,CN19S,250,WESTERN FLYER,,,37,OFFMARS_E,2,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,250.72,CANON,32.978,0.0353,26.6234,252.736,,,,,7.6761,34.1069,,,,,,0.3827,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_03_eDNA,6/4/19 9:03,06-04 day,CN19S,200,WESTERN FLYER,,,37,OFFMARS_E,3,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,200.042,CANON,30.732,0.0354,26.5183,201.625,,,,,8.1363,34.06,,,,,,0.3852,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_04_eDNA,6/4/19 9:03,06-04 day,CN19S,150,WESTERN FLYER,,,37,OFFMARS_E,4,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,151.36,CANON,29.248,0.0366,26.4474,152.54,,,,,8.4142,34.0239,,,,,,0.4158,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_05_eDNA,6/4/19 9:03,06-04 day,CN19S,130,WESTERN FLYER,,,37,OFFMARS_E,5,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,129.402,CANON,27.598,0.04,26.3916,130.404,,,,,8.6421,33.9978,,,,,,0.4986,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_06_eDNA,6/4/19 9:03,06-04 day,CN19S,100,WESTERN FLYER,,,37,OFFMARS_E,6,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,99.782,CANON,26.577,0.0458,26.2499,100.547,,,,,9.1272,33.9149,,,,,,0.6456,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_07_eDNA,6/4/19 9:03,06-04 day,CN19S,75,WESTERN FLYER,,,37,OFFMARS_E,7,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,76.119,CANON,24.233,0.0369,26.0905,76.699,,,,,9.5856,33.8066,,,,,,0.4226,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_10_eDNA,6/4/19 9:03,06-04 day,CN19S,25,WESTERN FLYER,,,37,OFFMARS_E,10,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,25.445,CANON,13.061,0.044,25.3832,25.636,,,,,11.513,33.3301,,,,,,0.5989,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_11_eDNA,6/4/19 9:03,06-04 day,CN19S,10,WESTERN FLYER,,,37,OFFMARS_E,11,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,11.315,CANON,0.183,0.2103,24.6642,11.399,,,,,12.978,32.7619,,,,,,4.7584,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_12_eDNA,6/4/19 9:03,06-04 day,CN19S,0,WESTERN FLYER,,,37,OFFMARS_E,12,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,2.267,CANON,0.206,0.0918,24.275,2.284,,,,,13.9024,32.4988,,,,,,1.7944,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_09_eDNA,6/4/19 9:03,06-04 day,CN19S,40,WESTERN FLYER,,,37,OFFMARS_E,9,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,40.092,CANON,18.658,0.0419,25.7156,40.394,,,,,10.5333,33.5323,,,,,,0.5472,,,,,day,6,4,9,6/4/19 16:03
CN19Sc37_08_eDNA,6/4/19 9:03,06-04 day,CN19S,50,WESTERN FLYER,,,37,OFFMARS_E,8,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,50.465,CANON,20.325,0.0403,25.8329,50.846,,,,,10.1775,33.604,,,,,,0.5073,,,,,day,6,4,9,6/4/19 16:03
CN19SESPKOA_SC25_eDNA,6/4/19 10:16,06-04 day,CN19S,52.4775,makai,25,KOA,,,,-122.1881,36.7152,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,48.809,56.1459,6/4/19 17:16,6/4/19 18:01,9.9102,33.6228,25.8927,0.0338,6093.3911,0.9642,824.0495,0.1436,79.8092,112.7928,CANON,,day,6,4,10,6/4/19 17:16
CN19SESPMV1_SC24_eDNA,6/4/19 11:05,06-04 day,CN19S,77.4857,daphne,24,MV1,,,,-122.19,36.7242,environmental,AK,18S,Filters (racks A-D),,ESP,,,,,,,,73.9027,81.0686,6/4/19 18:05,6/4/19 18:51,9.4754,33.8085,26.1101,0.1081,4485.3531,0.6535,752.5123,0.148,78.0814,66.9599,CANON,,day,6,4,11,6/4/19 18:05
CN19SESPKOA_SC24_eDNA,6/4/19 11:19,06-04 day,CN19S,77.4554,makai,24,KOA,,,,-122.1875,36.7172,environmental,"XX,YY","COI,COI",Tube Extracts (racks E-G),,ESP,,,,,,,,73.9201,80.9907,6/4/19 18:19,6/4/19 19:00,9.5604,33.7874,26.0797,0.1056,4880.7746,-0.1011,788.3399,0.0979,79.0173,111.2693,CANON,,day,6,4,11,6/4/19 18:19
CN19Sc38_12_eDNA,6/4/19 12:05,06-04 day,CN19S,0,WESTERN FLYER,,,38,MARS,12,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,3.356,CANON,0.384,0.0826,24.6085,3.381,,,,,13.2439,32.7583,,,,,,1.5657,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_11_eDNA,6/4/19 12:05,06-04 day,CN19S,50,WESTERN FLYER,,,38,MARS,11,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,49.876,CANON,22.123,0.0372,25.9617,50.253,,,,,9.8764,33.704,,,,,,0.4301,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_10_eDNA,6/4/19 12:05,06-04 day,CN19S,75,WESTERN FLYER,,,38,MARS,10,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,75.282,CANON,24.62,0.0366,26.1265,75.855,,,,,9.4603,33.8265,,,,,,0.4158,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_09_eDNA,6/4/19 12:05,06-04 day,CN19S,100,WESTERN FLYER,,,38,MARS,9,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,101.15,CANON,28.109,0.0365,26.2445,101.926,,,,,9.1639,33.9154,,,,,,0.4133,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_08_eDNA,6/4/19 12:05,06-04 day,CN19S,130,WESTERN FLYER,,,38,MARS,8,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,130.041,CANON,27.418,0.0369,26.3244,131.048,,,,,8.8753,33.9585,,,,,,0.4226,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_07_eDNA,6/4/19 12:05,06-04 day,CN19S,200,WESTERN FLYER,,,38,MARS,7,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,199.829,CANON,26.077,0.0354,26.5103,201.41,,,,,8.1513,34.0527,,,,,,0.3852,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_06_eDNA,6/4/19 12:05,06-04 day,CN19S,250,WESTERN FLYER,,,38,MARS,6,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,249.599,CANON,32.172,0.0355,26.6179,251.605,,,,,7.7387,34.1114,,,,,,0.3877,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_05_eDNA,6/4/19 12:05,06-04 day,CN19S,300,WESTERN FLYER,,,38,MARS,5,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,299.208,CANON,34.675,0.0366,26.7111,301.65,,,,,7.1957,34.1311,,,,,,0.4158,,,,,day,6,4,12,6/4/19 19:05
CN19Sc38_04_eDNA,6/4/19 12:05,06-04 day,CN19S,400,WESTERN FLYER,,,38,MARS,4,-122.198,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,400.187,CANON,35.124,0.0379,26.845,403.551,,,,,6.4554,34.1727,,,,,,0.4463,,,,,day,6,4,12,6/4/19 19:05
