FilterID,local_time,time_label,SAMPLING_cruise,depth,SAMPLING_platform,SC,ESP,SAMPLING_station_number,SAMPLING_station,SAMPLING_bottle,decimalLongitude,decimalLatitude,sample_type,Plates,Markers,Status,Dewar_name,Sampling_method,replicate,SAMPLING_rdepth,project_name,nitrate,fluor,density,pressure,minimumDepthInMeters,maximumDepthInMeters,start_GMT,end_GMT,temp,salinity,sigmat,spice,diss_oxygen,PAR (umol/s/m2),altitude,chlorophyll,bbp470 (count),bbp650 (count),SAMPLING_project,ESP_name,diel,month,day,hour,eventDate
CN19Fc18_05a_eDNA,10/6/19 4:03,10-06 night,CN19F,150,WESTERN FLYER,,,18,4E,5,-122.1423,36.7122,environmental,,,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,150.947,CANON,27.674,0.0328,,152.124,,,,,9.2942,34.0105,,,,,,0.3192,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_03c_eDNA,10/6/19 4:03,10-06 night,CN19F,220,WESTERN FLYER,,,18,4E,3,-122.1423,36.7122,environmental,,,Filters (racks A-D),,CTD,c,220.057,CANON,31.02,0.0342,,221.81,,,,,8.6109,34.1197,,,,,,0.3547,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_03b_eDNA,10/6/19 4:03,10-06 night,CN19F,220,WESTERN FLYER,,,18,4E,3,-122.1423,36.7122,environmental,,,Filters (racks A-D),,CTD,b,220.057,CANON,31.02,0.0342,,221.81,,,,,8.6109,34.1197,,,,,,0.3547,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_03a_eDNA,10/6/19 4:03,10-06 night,CN19F,220,WESTERN FLYER,,,18,4E,3,-122.1423,36.7122,environmental,,,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,220.057,CANON,31.02,0.0342,,221.81,,,,,8.6109,34.1197,,,,,,0.3547,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_9a_eDNA,10/6/19 4:03,10-06 night,CN19F,50,WESTERN FLYER,,,18,4E,9,-122.1423,36.7122,environmental,WW,12S,,,CTD,a,49.456,CANON,16.196,0.0401,,49.829,,,,,10.9203,33.7042,,,,,,0.5011,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_09b_eDNA,10/6/19 4:03,10-06 night,CN19F,50,WESTERN FLYER,,,18,4E,9,-122.1423,36.7122,environmental,,,Filters (racks A-D),,CTD,b,49.456,CANON,16.196,0.0401,,49.829,,,,,10.9203,33.7042,,,,,,0.5011,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_05b_eDNA,10/6/19 4:03,10-06 night,CN19F,150,WESTERN FLYER,,,18,4E,5,-122.1423,36.7122,environmental,,,Filters (racks A-D),,CTD,b,150.947,CANON,27.674,0.0328,,152.124,,,,,9.2942,34.0105,,,,,,0.3192,,,,,night,10,6,4,10/6/19 11:03
CN19Fc18_5a_eDNA,10/6/19 4:03,10-06 night,CN19F,150,WESTERN FLYER,,,18,4E,5,-122.1423,36.7122,environmental,WW,12S,,,CTD,a,150.947,CANON,27.674,0.0328,,152.124,,,,,9.2942,34.0105,,,,,,0.3192,,,,,night,10,6,4,10/6/19 11:03
CN19FESPKOA_SC32_eDNA,10/6/19 4:08,10-06 night,CN19F,152.692,makai,32,KOA,,,,-122.1872,36.7136,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,148.8666,156.5175,10/6/19 11:08,10/6/19 11:47,9.2919,34.0057,26.2955,0.234,3208.3329,-0.0297,729.5374,0.1126,78.2333,66.7556,CANON,,night,10,6,4,10/6/19 11:08
CN19FESPKOA_SC31_eDNA,10/6/19 5:17,10-06 night,CN19F,252.6291,makai,31,KOA,,,,-122.1872,36.7122,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,248.9614,256.2968,10/6/19 12:17,10/6/19 12:53,8.1581,34.0868,26.5369,0.12,2676.4993,-0.0205,637.0724,0.122,74.8268,60.9722,CANON,,night,10,6,5,10/6/19 12:17
CN19Fc19_09a_eDNA,10/6/19 9:08,10-06 day,CN19F,60,WESTERN FLYER,,,19,2W,9,-122.2097,36.712,environmental,,,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,59.704,CANON,20.661,0.0372,,60.156,,,,,10.6697,33.7465,,,,,,0.4295,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_2a_eDNA,10/6/19 9:08,10-06 day,CN19F,245,WESTERN FLYER,,,19,2W,2,-122.2097,36.712,environmental,WW,12S,,,CTD,a,244.157,CANON,31.062,0.0352,,246.116,,,,,8.6871,34.1513,,,,,,0.3796,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_12c_eDNA,10/6/19 9:08,10-06 day,CN19F,0,WESTERN FLYER,,,19,2W,12,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,c,1.225,CANON,4.078,0.1113,,1.234,,,,,14.449,33.5782,,,,,,2.2828,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_12b_eDNA,10/6/19 9:08,10-06 day,CN19F,0,WESTERN FLYER,,,19,2W,12,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,b,1.225,CANON,4.078,0.1113,,1.234,,,,,14.449,33.5782,,,,,,2.2828,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_12a_eDNA,10/6/19 9:08,10-06 day,CN19F,0,WESTERN FLYER,,,19,2W,12,-122.2097,36.712,environmental,WW,12S,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,1.225,CANON,4.078,0.1113,,1.234,,,,,14.449,33.5782,,,,,,2.2828,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_09c_eDNA,10/6/19 9:08,10-06 day,CN19F,60,WESTERN FLYER,,,19,2W,9,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,c,59.704,CANON,20.661,0.0372,,60.156,,,,,10.6697,33.7465,,,,,,0.4295,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_09b_eDNA,10/6/19 9:08,10-06 day,CN19F,60,WESTERN FLYER,,,19,2W,9,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,b,59.704,CANON,20.661,0.0372,,60.156,,,,,10.6697,33.7465,,,,,,0.4295,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_9a_eDNA,10/6/19 9:08,10-06 day,CN19F,60,WESTERN FLYER,,,19,2W,9,-122.2097,36.712,environmental,WW,12S,,,CTD,a,59.704,CANON,20.661,0.0372,,60.156,,,,,10.6697,33.7465,,,,,,0.4295,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_06c_eDNA,10/6/19 9:08,10-06 day,CN19F,125,WESTERN FLYER,,,19,2W,6,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,c,124.706,CANON,23.655,0.033,,125.67,,,,,9.6329,33.9506,,,,,,0.3248,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_06b_eDNA,10/6/19 9:08,10-06 day,CN19F,125,WESTERN FLYER,,,19,2W,6,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,b,124.706,CANON,23.655,0.033,,125.67,,,,,9.6329,33.9506,,,,,,0.3248,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_06a_eDNA,10/6/19 9:08,10-06 day,CN19F,125,WESTERN FLYER,,,19,2W,6,-122.2097,36.712,environmental,,,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,124.706,CANON,23.655,0.033,,125.67,,,,,9.6329,33.9506,,,,,,0.3248,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_02c_eDNA,10/6/19 9:08,10-06 day,CN19F,245,WESTERN FLYER,,,19,2W,2,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,c,244.157,CANON,31.062,0.0352,,246.116,,,,,8.6871,34.1513,,,,,,0.3796,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_02b_eDNA,10/6/19 9:08,10-06 day,CN19F,245,WESTERN FLYER,,,19,2W,2,-122.2097,36.712,environmental,,,Filters (racks A-D),,CTD,b,244.157,CANON,31.062,0.0352,,246.116,,,,,8.6871,34.1513,,,,,,0.3796,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_02a_eDNA,10/6/19 9:08,10-06 day,CN19F,245,WESTERN FLYER,,,19,2W,2,-122.2097,36.712,environmental,,,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,244.157,CANON,31.062,0.0352,,246.116,,,,,8.6871,34.1513,,,,,,0.3796,,,,,day,10,6,9,10/6/19 16:08
CN19Fc19_6a_eDNA,10/6/19 9:08,10-06 day,CN19F,125,WESTERN FLYER,,,19,2W,6,-122.2097,36.712,environmental,WW,12S,,,CTD,a,124.706,CANON,23.655,0.033,,125.67,,,,,9.6329,33.9506,,,,,,0.3248,,,,,day,10,6,9,10/6/19 16:08
CN19FESPKOA_SC30_eDNA,10/6/19 10:01,10-06 day,CN19F,22.6564,makai,30,KOA,,,,-122.1891,36.7135,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,18.8544,26.4585,10/6/19 17:01,10/6/19 17:50,14.2897,33.5639,25.0174,0.8344,8082.0444,22.9133,864.3407,2.1194,95.7595,92.1135,CANON,,day,10,6,10,10/6/19 17:01
CN19Fc20_09a_eDNA,10/6/19 10:16,10-06 day,CN19F,60,WESTERN FLYER,,,20,2S,9,-122.1865,36.6942,environmental,,,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,59.677,CANON,20.892,0.0366,,60.129,,,,,10.6531,33.7391,,,,,,0.4158,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_02b_eDNA,10/6/19 10:16,10-06 day,CN19F,245,WESTERN FLYER,,,20,2S,2,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,b,244.616,CANON,31.166,0.0353,,246.579,,,,,8.5404,34.1249,,,,,,0.3815,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_12b_eDNA,10/6/19 10:16,10-06 day,CN19F,0,WESTERN FLYER,,,20,2S,12,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,b,1.591,CANON,4.047,0.0738,,1.603,,,,,14.3257,33.5828,,,,,,1.3446,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_02c_eDNA,10/6/19 10:16,10-06 day,CN19F,245,WESTERN FLYER,,,20,2S,2,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,c,244.616,CANON,31.166,0.0353,,246.579,,,,,8.5404,34.1249,,,,,,0.3815,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_06a_eDNA,10/6/19 10:16,10-06 day,CN19F,125,WESTERN FLYER,,,20,2S,6,-122.1865,36.6942,environmental,,,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,124.167,CANON,26.058,0.0339,,125.126,,,,,9.6765,33.939,,,,,,0.3479,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_06b_eDNA,10/6/19 10:16,10-06 day,CN19F,125,WESTERN FLYER,,,20,2S,6,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,b,124.167,CANON,26.058,0.0339,,125.126,,,,,9.6765,33.939,,,,,,0.3479,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_06c_eDNA,10/6/19 10:16,10-06 day,CN19F,125,WESTERN FLYER,,,20,2S,6,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,c,124.167,CANON,26.058,0.0339,,125.126,,,,,9.6765,33.939,,,,,,0.3479,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_09b_eDNA,10/6/19 10:16,10-06 day,CN19F,60,WESTERN FLYER,,,20,2S,9,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,b,59.677,CANON,20.892,0.0366,,60.129,,,,,10.6531,33.7391,,,,,,0.4158,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_09c_eDNA,10/6/19 10:16,10-06 day,CN19F,60,WESTERN FLYER,,,20,2S,9,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,c,59.677,CANON,20.892,0.0366,,60.129,,,,,10.6531,33.7391,,,,,,0.4158,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_12a_eDNA,10/6/19 10:16,10-06 day,CN19F,0,WESTERN FLYER,,,20,2S,12,-122.1865,36.6942,environmental,WW,12S,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,1.591,CANON,4.047,0.0738,,1.603,,,,,14.3257,33.5828,,,,,,1.3446,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_02a_eDNA,10/6/19 10:16,10-06 day,CN19F,245,WESTERN FLYER,,,20,2S,2,-122.1865,36.6942,environmental,,,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,244.616,CANON,31.166,0.0353,,246.579,,,,,8.5404,34.1249,,,,,,0.3815,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_12c_eDNA,10/6/19 10:16,10-06 day,CN19F,0,WESTERN FLYER,,,20,2S,12,-122.1865,36.6942,environmental,,,Filters (racks A-D),,CTD,c,1.591,CANON,4.047,0.0738,,1.603,,,,,14.3257,33.5828,,,,,,1.3446,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_2a_eDNA,10/6/19 10:16,10-06 day,CN19F,245,WESTERN FLYER,,,20,2S,2,-122.1865,36.6942,environmental,WW,12S,,,CTD,a,244.616,CANON,31.166,0.0353,,246.579,,,,,8.5404,34.1249,,,,,,0.3815,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_6a_eDNA,10/6/19 10:16,10-06 day,CN19F,125,WESTERN FLYER,,,20,2S,6,-122.1865,36.6942,environmental,WW,12S,,,CTD,a,124.167,CANON,26.058,0.0339,,125.126,,,,,9.6765,33.939,,,,,,0.3479,,,,,day,10,6,10,10/6/19 17:16
CN19Fc20_9a_eDNA,10/6/19 10:16,10-06 day,CN19F,60,WESTERN FLYER,,,20,2S,9,-122.1865,36.6942,environmental,WW,12S,,,CTD,a,59.677,CANON,20.892,0.0366,,60.129,,,,,10.6531,33.7391,,,,,,0.4158,,,,,day,10,6,10,10/6/19 17:16
CN19FESPKOA_SC29_eDNA,10/6/19 11:15,10-06 day,CN19F,62.788,makai,29,KOA,,,,-122.1921,36.716,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,58.8623,66.7136,10/6/19 18:15,10/6/19 18:41,10.7698,33.7096,25.8128,0.2533,4914.4755,0.4886,820.4643,0.2084,81.5691,71.2905,CANON,,day,10,6,11,10/6/19 18:15
CN19FESPKOA_SC28_eDNA,10/6/19 12:06,10-06 day,CN19F,102.7822,makai,28,KOA,,,,-122.19,36.7147,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,98.7899,106.7745,10/6/19 19:06,10/6/19 19:45,9.9725,33.8494,26.0601,0.2242,4170.3197,0.0347,780.2176,0.1174,79.791,68.6215,CANON,,day,10,6,12,10/6/19 19:06
CN19Fc21_12_eDNA,10/6/19 12:35,10-06 day,CN19F,0,WESTERN FLYER,,,21,MARS,12,-122.1978,36.712,environmental,,,Filters (racks A-D),,CTD,,1.899,CANON,5.964,0.0908,,1.913,,,,,14.5742,33.5768,,,,,,1.7707,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_06_eDNA,10/6/19 12:35,10-06 day,CN19F,200,WESTERN FLYER,,,21,MARS,6,-122.1978,36.712,environmental,AK,18S,Filters (racks A-D),,CTD,,200.391,CANON,30.1,0.033,,201.977,,,,,9.0588,34.0984,,,,,,0.3242,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_11_eDNA,10/6/19 12:35,10-06 day,CN19F,20,WESTERN FLYER,,,21,MARS,11,-122.1978,36.712,environmental,,,Filters (racks A-D),,CTD,,20.325,CANON,5.576,0.1294,,20.477,,,,,14.3962,33.5755,,,,,,2.7351,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_05_eDNA,10/6/19 12:35,10-06 day,CN19F,245,WESTERN FLYER,,,21,MARS,5,-122.1978,36.712,environmental,AK,18S,Filters (racks A-D),,CTD,,245.671,CANON,31.316,0.0334,,247.644,,,,,8.5475,34.1286,,,,,,0.3342,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_09_eDNA,10/6/19 12:35,10-06 day,CN19F,100,WESTERN FLYER,,,21,MARS,9,-122.1978,36.712,environmental,,,Filters (racks A-D),,CTD,,100.243,CANON,25.315,0.0339,,101.012,,,,,9.9041,33.8841,,,,,,0.3466,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_04_eDNA,10/6/19 12:35,10-06 day,CN19F,400,WESTERN FLYER,,,21,MARS,4,-122.1978,36.712,environmental,AK,18S,Filters (racks A-D),,CTD,,399.971,CANON,37.605,0.0353,,403.333,,,,,7.0192,34.205,,,,,,0.3827,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_03_eDNA,10/6/19 12:35,10-06 day,CN19F,500,WESTERN FLYER,,,21,MARS,3,-122.1978,36.712,environmental,AJ,18S,Filters (racks A-D),,CTD,,499.986,CANON,37.914,0.0363,,504.311,,,,,6.4331,34.2579,,,,,,0.4071,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_02_eDNA,10/6/19 12:35,10-06 day,CN19F,600,WESTERN FLYER,,,21,MARS,2,-122.1978,36.712,environmental,AJ,18S,Filters (racks A-D),,CTD,,600.715,CANON,41.17,0.0366,,606.06,,,,,5.6024,34.2808,,,,,,0.4158,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_01_eDNA,10/6/19 12:35,10-06 day,CN19F,700,WESTERN FLYER,,,21,MARS,1,-122.1978,36.712,environmental,AJ,18S,Filters (racks A-D),,CTD,,700.544,CANON,43.974,0.0366,,706.949,,,,,5.1031,34.3381,,,,,,0.4158,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_07_eDNA,10/6/19 12:35,10-06 day,CN19F,175,WESTERN FLYER,,,21,MARS,7,-122.1978,36.712,environmental,AK,18S,Filters (racks A-D),,CTD,,175.419,CANON,29.309,0.0331,,176.797,,,,,9.2067,34.0624,,,,,,0.3267,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_10_eDNA,10/6/19 12:35,10-06 day,CN19F,60,WESTERN FLYER,,,21,MARS,10,-122.1978,36.712,environmental,,,Filters (racks A-D),,CTD,,60.371,CANON,21.353,0.0361,,60.828,,,,,10.5464,33.7682,,,,,,0.4033,,,,,day,10,6,12,10/6/19 19:35
CN19Fc21_08_eDNA,10/6/19 12:35,10-06 day,CN19F,125,WESTERN FLYER,,,21,MARS,8,-122.1978,36.712,environmental,,,Filters (racks A-D),,CTD,,125.836,CANON,27.572,0.0336,,126.809,,,,,9.4875,33.9826,,,,,,0.3391,,,,,day,10,6,12,10/6/19 19:35
CN19FESPKOA_SC27_eDNA,10/6/19 13:09,10-06 day,CN19F,127.5828,makai,27,KOA,,,,-122.1879,36.7155,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,123.9352,131.2305,10/6/19 20:09,10/6/19 20:48,9.6233,33.9292,26.1811,0.2283,3643.1671,-0.0227,747.0411,0.1115,77.8987,65.7524,CANON,,day,10,6,13,10/6/19 20:09
CN19Fc22_9a_eDNA,10/6/19 14:09,10-06 day,CN19F,60,WESTERN FLYER,,,22,2N,9,-122.1867,36.7305,environmental,WW,12S,,,CTD,a,60.823,CANON,21.31,0.0369,,61.284,,,,,10.5879,33.763,,,,,,0.4239,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_6a_eDNA,10/6/19 14:09,10-06 day,CN19F,125,WESTERN FLYER,,,22,2N,6,-122.1867,36.7305,environmental,WW,12S,,,CTD,a,125.422,CANON,26.357,0.0329,,126.392,,,,,9.4857,33.9852,,,,,,0.323,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_2a_eDNA,10/6/19 14:09,10-06 day,CN19F,300,WESTERN FLYER,,,22,2N,2,-122.1867,36.7305,environmental,WW,12S,,,CTD,a,300.202,CANON,33.873,0.0354,,302.652,,,,,7.6718,34.116,,,,,,0.3852,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_09b_eDNA,10/6/19 14:09,10-06 day,CN19F,60,WESTERN FLYER,,,22,2N,9,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,b,60.823,CANON,21.31,0.0369,,61.284,,,,,10.5879,33.763,,,,,,0.4239,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_12b_eDNA,10/6/19 14:09,10-06 day,CN19F,0,WESTERN FLYER,,,22,2N,12,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,b,1.658,CANON,8.424,0.0992,,1.67,,,,,14.6255,33.576,,,,,,1.98,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_12a_eDNA,10/6/19 14:09,10-06 day,CN19F,0,WESTERN FLYER,,,22,2N,12,-122.1867,36.7305,environmental,WW,12S,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,1.658,CANON,8.424,0.0992,,1.67,,,,,14.6255,33.576,,,,,,1.98,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_09c_eDNA,10/6/19 14:09,10-06 day,CN19F,60,WESTERN FLYER,,,22,2N,9,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,c,60.823,CANON,21.31,0.0369,,61.284,,,,,10.5879,33.763,,,,,,0.4239,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_02a_eDNA,10/6/19 14:09,10-06 day,CN19F,300,WESTERN FLYER,,,22,2N,2,-122.1867,36.7305,environmental,,,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,300.202,CANON,33.873,0.0354,,302.652,,,,,7.6718,34.116,,,,,,0.3852,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_02b_eDNA,10/6/19 14:09,10-06 day,CN19F,300,WESTERN FLYER,,,22,2N,2,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,b,300.202,CANON,33.873,0.0354,,302.652,,,,,7.6718,34.116,,,,,,0.3852,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_02c_eDNA,10/6/19 14:09,10-06 day,CN19F,300,WESTERN FLYER,,,22,2N,2,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,c,300.202,CANON,33.873,0.0354,,302.652,,,,,7.6718,34.116,,,,,,0.3852,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_06a_eDNA,10/6/19 14:09,10-06 day,CN19F,125,WESTERN FLYER,,,22,2N,6,-122.1867,36.7305,environmental,,,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,125.422,CANON,26.357,0.0329,,126.392,,,,,9.4857,33.9852,,,,,,0.323,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_06b_eDNA,10/6/19 14:09,10-06 day,CN19F,125,WESTERN FLYER,,,22,2N,6,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,b,125.422,CANON,26.357,0.0329,,126.392,,,,,9.4857,33.9852,,,,,,0.323,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_06c_eDNA,10/6/19 14:09,10-06 day,CN19F,125,WESTERN FLYER,,,22,2N,6,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,c,125.422,CANON,26.357,0.0329,,126.392,,,,,9.4857,33.9852,,,,,,0.323,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_12c_eDNA,10/6/19 14:09,10-06 day,CN19F,0,WESTERN FLYER,,,22,2N,12,-122.1867,36.7305,environmental,,,Filters (racks A-D),,CTD,c,1.658,CANON,8.424,0.0992,,1.67,,,,,14.6255,33.576,,,,,,1.98,,,,,day,10,6,14,10/6/19 21:09
CN19Fc22_09a_eDNA,10/6/19 14:09,10-06 day,CN19F,60,WESTERN FLYER,,,22,2N,9,-122.1867,36.7305,environmental,,,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,60.823,CANON,21.31,0.0369,,61.284,,,,,10.5879,33.763,,,,,,0.4239,,,,,day,10,6,14,10/6/19 21:09
CN19FESPKOA_SC26_eDNA,10/6/19 14:13,10-06 day,CN19F,177.7495,makai,26,KOA,,,,-122.1858,36.7145,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,173.9175,181.5815,10/6/19 21:13,10/6/19 21:53,9.1997,34.03,26.3298,0.2382,3071.7446,-0.0293,697.4393,0.1137,77.5109,65.3672,CANON,,day,10,6,14,10/6/19 21:13
CN19FESPKOA_SC25_eDNA,10/6/19 15:17,10-06 day,CN19F,202.78,makai,25,KOA,,,,-122.188,36.7115,environmental,"AL,AI","18S,COI",,,ESP,,,,,,,,198.8977,206.6623,10/6/19 22:17,10/6/19 22:55,9.0347,34.0837,26.3986,0.254,2666.2495,-0.0307,690.7455,0.1168,76.0679,63.1268,CANON,,day,10,6,15,10/6/19 22:17
CN19Fc23_9a_eDNA,10/6/19 15:27,10-06 day,CN19F,60,WESTERN FLYER,,,23,2E,9,-122.1642,36.7118,environmental,WW,12S,,,CTD,a,58.802,CANON,21.257,0.0366,,59.247,,,,,10.6638,33.7494,,,,,,0.4158,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_6a_eDNA,10/6/19 15:27,10-06 day,CN19F,125,WESTERN FLYER,,,23,2E,6,-122.1642,36.7118,environmental,WW,12S,,,CTD,a,124.206,CANON,25.572,0.0338,,125.166,,,,,9.462,33.9795,,,,,,0.3441,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_2a_eDNA,10/6/19 15:27,10-06 day,CN19F,245,WESTERN FLYER,,,23,2E,2,-122.1642,36.7118,environmental,WW,12S,,,CTD,a,243.294,CANON,31.202,0.0354,,245.245,,,,,8.7151,34.1126,,,,,,0.3852,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_12b_eDNA,10/6/19 15:27,10-06 day,CN19F,0,WESTERN FLYER,,,23,2E,12,-122.1642,36.7118,environmental,,,Filters (racks A-D),,CTD,b,1.764,CANON,4.274,0.1263,,1.777,,,,,14.5123,33.5757,,,,,,2.6572,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_12a_eDNA,10/6/19 15:27,10-06 day,CN19F,0,WESTERN FLYER,,,23,2E,12,-122.1642,36.7118,environmental,WW,12S,"Plate Extracts (F6),Filters (racks A-D)",,CTD,a,1.764,CANON,4.274,0.1263,,1.777,,,,,14.5123,33.5757,,,,,,2.6572,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_02a_eDNA,10/6/19 15:27,10-06 day,CN19F,245,WESTERN FLYER,,,23,2E,2,-122.1642,36.7118,environmental,,,"Filters (racks A-D),Plate Extracts (F6)",,CTD,a,243.294,CANON,31.202,0.0354,,245.245,,,,,8.7151,34.1126,,,,,,0.3852,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_02b_eDNA,10/6/19 15:27,10-06 day,CN19F,245,WESTERN FLYER,,,23,2E,2,-122.1642,36.7118,environmental,,,Filters (racks A-D),,CTD,b,243.294,CANON,31.202,0.0354,,245.245,,,,,8.7151,34.1126,,,,,,0.3852,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_09c_eDNA,10/6/19 15:27,10-06 day,CN19F,60,WESTERN FLYER,,,23,2E,9,-122.1642,36.7118,environmental,,,Filters (racks A-D),,CTD,c,58.802,CANON,21.257,0.0366,,59.247,,,,,10.6638,33.7494,,,,,,0.4158,,,,,day,10,6,15,10/6/19 22:27
CN19Fc23_02c_eDNA,10/6/19 15:27,10-06 day,CN19F,245,WESTERN FLYER,,,23,2E,2,-122.1642,36.7118,environmental,,,Filters (racks A-D),,CTD,c,243.294,CANON,31.202,0.0354,,245.245,,,,,8.7151,34.1126,,,,,,0.3852,,,,,day,10,6,15,10/6/19 22:27
